67.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DATA_ACCESS,INFO;DB,FINEST;NBA,FINE;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,FINEST;WORKFLOW,FINER
19:39:01.45 (1141881254)|VARIABLE_SCOPE_BEGIN|[251]|source|Quote|true|false
19:39:01.45 (1142033984)|VARIABLE_ASSIGNMENT|[251]|source|{"Net_Terms__c":"Net_30","ShippingStateCode":"MN","BillingCity":"Eden Prairie","Bill_To_Place__c":"a0lWC000004n3DlYAI","BillingCountryCode":"US","QuoteToCountry":"United States","ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Partner_Pricing_Model__c":"Discount","Language__c":"English","ShippingCountry":"United States","BillingPostalCode":"55344","ShippingCity":"Eden Prairie","Ship_To_Place__c":"a0lWC000004n3DlYAI","BillToContactId":"003WC00000wxDZJYA2","CurrencyIsoCode":"USD","ShippingStreet":"11095 Viking Drive,  (9 more) ...","ShippingCountryCode":"US","Payment_Portal__c":"Fortra (default)","BillingCountry":"United States","BillingStreet":"11095 Viking Drive,  (9 more) ...","BillingStateCode":"MN","ShippingPostalCode":"55344","QuoteToCountryCode":"US","Deal_Type__c":"Fortra Originated","ShippingState":"Minnesota","Id":"0Q0WC0000037IHp0AM","BillingState":"Minnesota"}|0x7b4e3793
19:39:01.45 (1142056536)|VARIABLE_SCOPE_BEGIN|[251]|fieldName|String|false|false
19:39:01.45 (1142064440)|VARIABLE_ASSIGNMENT|[251]|fieldName|"QuoteToStateCode"
19:39:01.45 (1142076691)|HEAP_ALLOCATE|[252]|Bytes:5
19:39:01.45 (1142081261)|STATEMENT_EXECUTE|[251]
19:39:01.45 (1142100692)|SYSTEM_METHOD_ENTRY|[252]|SObject.get(String)
19:39:01.45 (1142135308)|SYSTEM_METHOD_EXIT|[252]|SObject.get(String)
19:39:01.45 (1142142251)|SYSTEM_METHOD_ENTRY|[252]|String.isNotBlank(String)
19:39:01.45 (1142147338)|SYSTEM_METHOD_EXIT|[252]|String.isNotBlank(String)
19:39:01.45 (1142149998)|STATEMENT_EXECUTE|[252]
19:39:01.45 (1142151104)|STATEMENT_EXECUTE|[255]
19:39:01.45 (1142167335)|SYSTEM_METHOD_ENTRY|[255]|SObject.get(String)
19:39:01.45 (1142181724)|SYSTEM_METHOD_EXIT|[255]|SObject.get(String)
19:39:01.45 (1142185727)|VARIABLE_SCOPE_BEGIN|[255]|sourceValue|String|false|false
19:39:01.45 (1142192447)|VARIABLE_ASSIGNMENT|[255]|sourceValue|null
19:39:01.45 (1142197394)|SYSTEM_METHOD_ENTRY|[256]|String.isNotBlank(String)
19:39:01.45 (1142205945)|SYSTEM_METHOD_EXIT|[256]|String.isNotBlank(String)
19:39:01.45 (1142208308)|STATEMENT_EXECUTE|[256]
19:39:01.45 (1142215814)|METHOD_EXIT|[237]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:39:01.45 (1142218987)|STATEMENT_EXECUTE|[238]
19:39:01.45 (1142223864)|METHOD_ENTRY|[238]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:39:01.45 (1142227303)|VARIABLE_SCOPE_BEGIN|[251]|target|Quote|true|false
19:39:01.45 (1143135649)|VARIABLE_ASSIGNMENT|[251]|target|{"LastModifiedDate":"2026-06-14T02:39:00.000Z","Quote_Type__c":"Renewal","Bill_To_Place__c":"a0lWC000004n3DlYAI","Export_Compliance_Status__c":"Pending","Net_Terms_Approval__c":false,"Exchange_Rate_To_USD__c":1.0000000000,"Export_Review_Required__c":false,"Within_Renewal_Window__c":false,"IsPrimary__c":false,"Credit_Renewal_Approval__c":false,"Days_Until_Renewal__c":361,"Renewal_Contract__c":"800WC00000S5ub1YAB","QuoteAccountId":"001WC00000kTYyNYAW","Pro_Ration_Method__c":"Monthly","Renewal_ARR_Approval__c":false,"Status":"Draft","Show_Hide_Discounts__c":"Show","IsDeleted":false,"Subtotal":60.64,"Force_New_Contract__c":false,"Net_Contract_Change__c":0.00,"Signed_Quote_Approval__c":false,"Terms_and_Conditions__c":false,"Payment_Portal__c":"Fortra (default)","Original_Contract_ARR__c":0.00,"BillingStateCode":"MN","GrandTotal":60.64,"ShippingPostalCode":"55344","ShippingState":"Minnesota","Mycap__c":false,"Deal_Type__c":"Fortra Originated","Id":"0Q0WC0000038aXd0AI","Subscription_Pricing_Discount_Approval__c":false,"Net_Terms__c":"Net_30","Discount":0.00,"Services_Discount_Approval__c":false,"Total_Contract_Value_TCV__c":60.64,"LineItemCount":1,"OwnerId":"005WC00000MgTN2YAN","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Language__c":"English","ShippingCity":"Eden Prairie","GSW__c":false,"Manually_Sent__c":false,"CalculationStatus":"Saving","Corporate_Currency_Amount__c":60.64,"Annual_Contract_Value_ACV__c":60.64,"Max_Discount_on_QLIs__c":0.00,"Quote_Displaced_ARR__c":0.00,"OriginalActionType":"Renew","Ship_To_Place__c":"a0lWC000004n3DlYAI","Show_Hide_Product_Number__c":"Show","SystemModstamp":"2026-06-14T02:39:00.000Z","Create_Order_from_Quote__c":false,"BillingCountry":"United States","Manual_Discount__c":0.00,"QuoteToCountryCode":"US","TotalPrice":60.64,"AdditionalCountryCode":"US","Legal_Support_Approval__c":false,"AccountId":"001WC00000kTYyNYAW","ShippingStateCode":"MN","BillingCity":"Eden Prairie","QuoteToCountry":"United States","Total_Discount_Amount__c":0.00,"MYCAP_Approval__c":false,"Name":"Renewal Quote","License_Extension_Approval__c":false,"StartDate":"2026-06-13T00:00:00.000Z","CreatedById":"005WC00000MgTN2YAN","Auto_Renewal__c":false,"Channel_MSP_Pricing_Discount_Approval__c":false,"BillingPostalCode":"55344","Annualized_License_Equivalent_Base__c":60.64,"Show_Hide_Free_Products__c":"Show","Maintenance_Max_Discount__c":0.00,"Total_Displaced_ARR__c":0.00,"CurrencyIsoCode":"USD","LegacyRenewalQuote__c":false,"Credit_Renewal_ARR__c":false,"ShippingStreet":"11095 Viking Drive,  (9 more) ...","Annuial_Revenue_Base__c":60.64,"AdditionalCountry":"United States","Total_Quote_Line_ARR__c":0.00,"CreatedDate":"2026-06-13T03:39:55.000Z","Pricebook2Id":"01sWC0000022GHFYA2","IsSyncing":false,"Renewal_Cancellation_Approval__c":false,"BillingState":"Minnesota","TransactionType":"Fortra_Advanced_Pric (3 more) ...","Discount_Renewal_ARR__c":false,"Contains_Offensive_Security__c":false,"BillingCountryCode":"US","Temp_License_Key_Extension__c":false,"Disable_Export_Control__c":false,"ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Export_License_Required__c":false,"Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","Maintenance_Discount_Approval__c":false,"Partner_Pricing_Model__c":"Discount","ShippingCountry":"United States","LineGroupCount":0,"Approval_Status__c":"None","Unsigned_Quote_Approval__c":false,"ContractId":"800WC00000S5ub1YAB","BillToContactId":"003WC00000wxDZJYA2","QuoteTypeText__c":"Renewal","Approval_Rejected_Checkbox__c":false,"ShippingCountryCode":"US","QuoteNumber":"00781109","CanCreateQuoteLineItems":false,"ALE__c":60.64,"BillingStreet":"11095 Viking Drive,  (9 more) ...","Request_Legal_Support__c":false,"Perpetual_Pricing_Discount_Approval__c":false,"LastModifiedById":"005WC00000MgTN2YAN","Displaced_ARR_Approval__c":false}|0x71002e8
19:39:01.45 (1143189156)|VARIABLE_SCOPE_BEGIN|[251]|source|Quote|true|false
19:39:01.45 (1143345245)|VARIABLE_ASSIGNMENT|[251]|source|{"Net_Terms__c":"Net_30","ShippingStateCode":"MN","BillingCity":"Eden Prairie","Bill_To_Place__c":"a0lWC000004n3DlYAI","BillingCountryCode":"US","QuoteToCountry":"United States","ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Partner_Pricing_Model__c":"Discount","Language__c":"English","ShippingCountry":"United States","BillingPostalCode":"55344","ShippingCity":"Eden Prairie","Ship_To_Place__c":"a0lWC000004n3DlYAI","BillToContactId":"003WC00000wxDZJYA2","CurrencyIsoCode":"USD","ShippingStreet":"11095 Viking Drive,  (9 more) ...","ShippingCountryCode":"US","Payment_Portal__c":"Fortra (default)","BillingCountry":"United States","BillingStreet":"11095 Viking Drive,  (9 more) ...","BillingStateCode":"MN","ShippingPostalCode":"55344","QuoteToCountryCode":"US","Deal_Type__c":"Fortra Originated","ShippingState":"Minnesota","Id":"0Q0WC0000037IHp0AM","BillingState":"Minnesota"}|0x7b4e3793
19:39:01.45 (1143354755)|VARIABLE_SCOPE_BEGIN|[251]|fieldName|String|false|false
19:39:01.45 (1143361474)|VARIABLE_ASSIGNMENT|[251]|fieldName|"QuoteToCountryCode"
19:39:01.45 (1143377460)|HEAP_ALLOCATE|[252]|Bytes:5
19:39:01.45 (1143382272)|STATEMENT_EXECUTE|[251]
19:39:01.45 (1143403425)|SYSTEM_METHOD_ENTRY|[252]|SObject.get(String)
19:39:01.45 (1143429790)|HEAP_ALLOCATE|[252]|Bytes:2
19:39:01.45 (1143438464)|SYSTEM_METHOD_EXIT|[252]|SObject.get(String)
19:39:01.45 (1143445493)|SYSTEM_METHOD_ENTRY|[252]|String.isNotBlank(String)
19:39:01.45 (1143450688)|SYSTEM_METHOD_EXIT|[252]|String.isNotBlank(String)
19:39:01.45 (1143453355)|STATEMENT_EXECUTE|[252]
19:39:01.45 (1143454298)|STATEMENT_EXECUTE|[253]
19:39:01.45 (1143460986)|METHOD_EXIT|[238]|01pWC000002WbCz|RenewalQuoteHeaderHandler.copyStringIfBlank(Quote, Quote, String)
19:39:01.45 (1143467626)|METHOD_EXIT|[44]|01pWC000002WbCz|RenewalQuoteHeaderHandler.stampHeaderFields(Quote, Quote)
19:39:01.45 (1143495613)|SYSTEM_METHOD_ENTRY|[39]|com.salesforce.api.fast.SetIterator..lcom.force.swag.id.ID..r.hasNext()
19:39:01.45 (1143502051)|HEAP_ALLOCATE|[39]|Bytes:5
19:39:01.45 (1143506969)|SYSTEM_METHOD_EXIT|[39]|com.salesforce.api.fast.SetIterator..lcom.force.swag.id.ID..r.hasNext()
19:39:01.45 (1143514934)|VARIABLE_ASSIGNMENT|[39]|contractId|null
19:39:01.45 (1143534416)|SYSTEM_MODE_EXIT|false
19:39:01.45 (1143546473)|METHOD_EXIT|[7]|01pWC000002WbCz|RenewalQuoteHeaderHandler.applyRenewalQuoteHeaders(List<Quote>)
19:39:01.143 (1143565098)|CUMULATIVE_LIMIT_USAGE
19:39:01.143 (1143565098)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 6 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 483 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

19:39:01.143 (1143565098)|TOTAL_EMAIL_RECIPIENTS_QUEUED|0
19:39:01.143 (1143565098)|STATIC_VARIABLE_LIST|
  int:BYTES:0
  int:BYTES:0
  byte[]:DigitOnes:0
  byte[]:DigitTens:0
  Boolean:FALSE:0
  int:MAX_EXPONENT:0
  double:MAX_VALUE:0
  int:MAX_VALUE:0
  int:MIN_EXPONENT:0
  double:MIN_NORMAL:0
  double:MIN_VALUE:0
  int:MIN_VALUE:0
  double:NEGATIVE_INFINITY:0
  double:NaN:0
  double:POSITIVE_INFINITY:0
  int:PRECISION:0
  int:SIZE:0
  int:SIZE:0
  Boolean:TRUE:0
  String:__sfdcParameterizedTypes:0
  String:_sfdcAdditionalCodeLocations:0
  String:_sfdcAdditionalCodeLocations:0
  String:_sfdcAdditionalCodeLocations:0
  String:_sfdcAdditionalCodeLocations:0
  String:_sfdcAdditionalCodeLocations:0
  String:_sfdcAdditionalCodeLocations:0
  String:_static_ORIGINAL_ACTION_RENEW:0
  String:_static_QUOTE_TYPE_RENEWAL:0
  char[]:digits:0
  long:serialVersionUID:0
  long:serialVersionUID:0
  long:serialVersionUID:0

19:39:01.143 (1143565098)|CUMULATIVE_LIMIT_USAGE_END

19:39:01.45 (1144072617)|CODE_UNIT_FINISHED|QuoteTrigger on Quote trigger event BeforeUpdate|__sfdc_trigger/QuoteTrigger
19:39:01.45 (1150335775)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:Quote:0Q0WC0000038aXd
19:39:01.45 (1150357608)|VALIDATION_RULE|03dWC000001hZQ9|Enforce_Amendment_Sales_Restriction
19:39:01.45 (1150846647)|VALIDATION_FORMULA|AND(
    ISPICKVAL(Quote_Type__c, 'Amendment'),
    Within_Renewal_Window__c = TRUE,
    NOT(
        OR(
            ISPICKVAL(Amendment_Reason__c, 'Upsell'),
            ISPICKVAL(Amendment_Reason__c, 'Cross-sell')
        )
    ),
    NOT(CONTAINS($UserRole.Name, 'Customer Ops')),
    NOT(CONTAINS($UserRole.Name, 'Operations'))
)|Within_Renewal_Window__c=0 , Quote_Type__c=Renewal , Amendment_Reason__c=null , $UserRole.Name=System Admin
19:39:01.45 (1150893354)|VALIDATION_PASS
19:39:01.45 (1150895929)|VALIDATION_RULE|03dWC000001pC09|Quote_BillToContactAcct_Equal_QuoteAcct
19:39:01.45 (1151089070)|VALIDATION_FORMULA|AND(
NOT(ISBLANK(BillToContact.AccountId)),
 BillToContact.AccountId != QuoteAccountId
)|BillToContact.AccountId=001WC00000kTYyN , QuoteAccountId=001WC00000kTYyN
19:39:01.45 (1151094536)|VALIDATION_PASS
19:39:01.45 (1151096246)|VALIDATION_RULE|03dWC000001pC3N|Quote_BillToPlacceAcct_Equal_QuoteAcct
19:39:01.45 (1151191095)|VALIDATION_FORMULA|AND(
NOT(ISBLANK(Bill_To_Place__r.Account__c)),
 Bill_To_Place__r.Account__c !=  QuoteAccountId 
)|Bill_To_Place__r.Account__c=001WC00000kTYyN , QuoteAccountId=001WC00000kTYyN
19:39:01.45 (1151194932)|VALIDATION_PASS
19:39:01.45 (1151196357)|VALIDATION_RULE|03dWC000001hZQA|Sales_Cannot_Create_Downsell
19:39:01.45 (1151357718)|VALIDATION_FORMULA|AND(
    ISPICKVAL(Quote_Type__c, 'Amendment'),
    OR(
        ISPICKVAL(Amendment_Reason__c, 'Downsell'),
        ISPICKVAL(Amendment_Reason__c, 'Full Cancellation')
    ),
    NOT(CONTAINS($UserRole.Name, 'Customer Ops')),
    NOT(CONTAINS($UserRole.Name, 'Operations'))
)|Quote_Type__c=Renewal , Amendment_Reason__c=null , $UserRole.Name=System Admin
19:39:01.45 (1151364129)|VALIDATION_PASS
19:39:01.45 (1151372508)|CODE_UNIT_FINISHED|Validation:Quote:0Q0WC0000038aXd
19:39:01.45 (1162471898)|CODE_UNIT_STARTED|[EXTERNAL]|01qWC000005ZrWR|QuoteSyncingTrigger on Quote trigger event AfterUpdate|__sfdc_trigger/QuoteSyncingTrigger
19:39:01.45 (1162517277)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
19:39:01.45 (1162589640)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
19:39:01.45 (1162685455)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
19:39:01.45 (1162700379)|VARIABLE_SCOPE_BEGIN|[4]|this|QuoteSyncingTrigger|true|false
19:39:01.45 (1162759681)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x7503e7f2
19:39:01.45 (1162781169)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
19:39:01.45 (1162786084)|VARIABLE_SCOPE_BEGIN|[4]|this|QuoteSyncingTrigger|true|false
19:39:01.45 (1162797134)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x7503e7f2
19:39:01.45 (1162801624)|STATEMENT_EXECUTE|[4]
19:39:01.45 (1162803009)|STATEMENT_EXECUTE|[5]
19:39:01.45 (1162853678)|METHOD_ENTRY|[5]|01pWC000001wqaV|QuoteSyncingTriggerHandler.handleAfterUpdate(List<Quote>, Map<Id,Quote>)
19:39:01.45 (1162862852)|VARIABLE_SCOPE_BEGIN|[11]|newQuotes|List<Quote>|true|false
19:39:01.45 (1167202275)|VARIABLE_ASSIGNMENT|[11]|newQuotes|[{"LastModifiedDate":"2026-06-14T02:39:01.000Z","Quote_Type__c":"Renewal","Bill_To_Place__c":"a0lWC000004n3DlYAI","Export_Compliance_Status__c":"Pending","Net_Terms_Approval__c":false,"Exchange_Rate_To_USD__c":1.0000000000,"Export_Review_Required__c":false,"Within_Renewal_Window__c":false,"IsPrimary__c":false,"Credit_Renewal_Approval__c":false,"Days_Until_Renewal__c":361,"Renewal_Contract__c":"800WC00000S5ub1YAB","QuoteAccountId":"001WC00000kTYyNYAW","Pro_Ration_Method__c":"Monthly","Renewal_ARR_Approval__c":false,"Status":"Draft","Show_Hide_Discounts__c":"Show","IsDeleted":false,"Subtotal":60.64,"Force_New_Contract__c":false,"Net_Contract_Change__c":0.00,"Signed_Quote_Approval__c":false,"Terms_and_Conditions__c":false,"Payment_Portal__c":"Fortra (default)","Original_Contract_ARR__c":0.00,"BillingStateCode":"MN","GrandTotal":60.64,"ShippingPostalCode":"55344","ShippingState":"Minnesota","Mycap__c":false,"Deal_Type__c":"Fortra Originated","Id":"0Q0WC0000038aXd0AI","Subscription_Pricing_Discount_Approval__c":false,"Net_Terms__c":"Net_30","Discount":0.00,"Services_Discount_Approval__c":false,"Total_Contract_Value_TCV__c":60.64,"LineItemCount":1,"OwnerId":"005WC00000MgTN2YAN","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Language__c":"English","ShippingCity":"Eden Prairie","GSW__c":false,"Manually_Sent__c":false,"CalculationStatus":"Saving","Corporate_Currency_Amount__c":60.64,"Annual_Contract_Value_ACV__c":60.64,"Max_Discount_on_QLIs__c":0.00,"Quote_Displaced_ARR__c":0.00,"OriginalActionType":"Renew","Ship_To_Place__c":"a0lWC000004n3DlYAI","Show_Hide_Product_Number__c":"Show","SystemModstamp":"2026-06-14T02:39:01.000Z","Create_Order_from_Quote__c":false,"BillingCountry":"United States","Manual_Discount__c":0.00,"QuoteToCountryCode":"US","TotalPrice":60.64,"AdditionalCountryCode":"US","Legal_Support_Approval__c":false,"AccountId":"001WC00000kTYyNYAW","ShippingStateCode":"MN","BillingCity":"Eden Prairie","QuoteToCountry":"United States","Total_Discount_Amount__c":0.00,"MYCAP_Approval__c":false,"Name":"Renewal Quote","License_Extension_Approval__c":false,"StartDate":"2026-06-13T00:00:00.000Z","CreatedById":"005WC00000MgTN2YAN","Auto_Renewal__c":false,"Channel_MSP_Pricing_Discount_Approval__c":false,"BillingPostalCode":"55344","Annualized_License_Equivalent_Base__c":60.64,"Show_Hide_Free_Products__c":"Show","Maintenance_Max_Discount__c":0.00,"Total_Displaced_ARR__c":0.00,"CurrencyIsoCode":"USD","LegacyRenewalQuote__c":false,"Credit_Renewal_ARR__c":false,"ShippingStreet":"11095 Viking Drive,  (9 more) ...","Annuial_Revenue_Base__c":60.64,"AdditionalCountry":"United States","Total_Quote_Line_ARR__c":0.00,"CreatedDate":"2026-06-13T03:39:55.000Z","Pricebook2Id":"01sWC0000022GHFYA2","IsSyncing":false,"Renewal_Cancellation_Approval__c":false,"BillingState":"Minnesota","Discount_Renewal_ARR__c":false,"Contains_Offensive_Security__c":false,"BillingCountryCode":"US","Temp_License_Key_Extension__c":false,"Disable_Export_Control__c":false,"ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Export_License_Required__c":false,"Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","Maintenance_Discount_Approval__c":false,"Partner_Pricing_Model__c":"Discount","ShippingCountry":"United States","Approval_Status__c":"None","Unsigned_Quote_Approval__c":false,"ContractId":"800WC00000S5ub1YAB","BillToContactId":"003WC00000wxDZJYA2","QuoteTypeText__c":"Renewal","Approval_Rejected_Checkbox__c":false,"ShippingCountryCode":"US","QuoteNumber":"00781109","CanCreateQuoteLineItems":false,"ALE__c":60.64,"BillingStreet":"11095 Viking Drive,  (9 more) ...","Request_Legal_Support__c":false,"Perpetual_Pricing_Discount_Approval__c":false,"LastModifiedById":"005WC00000MgTN2YAN","Displaced_ARR_Approval__c":false}]|0x7051fa2a
19:39:01.45 (1167281126)|VARIABLE_SCOPE_BEGIN|[11]|oldQuoteMap|Map<Id,Quote>|true|false
19:39:01.45 (1170368843)|VARIABLE_ASSIGNMENT|[11]|oldQuoteMap|{"0Q0WC0000038aXd0AI":{"LastModifiedDate":"2026-06-14T02:36:46.000Z","Quote_Type__c":"Renewal","Bill_To_Place__c":"a0lWC000004n3DlYAI","Export_Compliance_Status__c":"Pending","Net_Terms_Approval__c":false,"ValidationResult":"MissingContributor","Exchange_Rate_To_USD__c":1.0000000000,"Export_Review_Required__c":false,"Within_Renewal_Window__c":false,"IsPrimary__c":false,"Credit_Renewal_Approval__c":false,"Days_Until_Renewal__c":361,"Renewal_Contract__c":"800WC00000S5ub1YAB","QuoteAccountId":"001WC00000kTYyNYAW","Pro_Ration_Method__c":"Monthly","Renewal_ARR_Approval__c":false,"Status":"Draft","Show_Hide_Discounts__c":"Show","IsDeleted":false,"Subtotal":60.64,"Force_New_Contract__c":false,"Net_Contract_Change__c":0.00,"Signed_Quote_Approval__c":false,"Terms_and_Conditions__c":false,"Payment_Portal__c":"Fortra (default)","Original_Contract_ARR__c":0.00,"BillingStateCode":"MN","GrandTotal":60.64,"ShippingPostalCode":"55344","ShippingState":"Minnesota","Mycap__c":false,"Deal_Type__c":"Fortra Originated","Id":"0Q0WC0000038aXd0AI","Subscription_Pricing_Discount_Approval__c":false,"Net_Terms__c":"Net_30","Discount":0.00,"Services_Discount_Approval__c":false,"Total_Contract_Value_TCV__c":60.64,"LineItemCount":1,"OwnerId":"005WC00000MgTN2YAN","OpportunityId":"006WC00000QqAqjYAF","LegalEntityId":"0fwWC000000034LYAQ","Language__c":"English","ShippingCity":"Eden Prairie","GSW__c":false,"Manually_Sent__c":false,"CalculationStatus":"PriceCalculationFail (2 more) ...","Corporate_Currency_Amount__c":60.64,"Annual_Contract_Value_ACV__c":60.64,"Max_Discount_on_QLIs__c":0.00,"Quote_Displaced_ARR__c":0.00,"OriginalActionType":"Renew","Ship_To_Place__c":"a0lWC000004n3DlYAI","Show_Hide_Product_Number__c":"Show","SystemModstamp":"2026-06-14T02:36:46.000Z","Create_Order_from_Quote__c":false,"BillingCountry":"United States","Manual_Discount__c":0.00,"QuoteToCountryCode":"US","TotalPrice":60.64,"AdditionalCountryCode":"US","Legal_Support_Approval__c":false,"AccountId":"001WC00000kTYyNYAW","ShippingStateCode":"MN","BillingCity":"Eden Prairie","QuoteToCountry":"United States","Total_Discount_Amount__c":0.00,"MYCAP_Approval__c":false,"Name":"Renewal Quote","License_Extension_Approval__c":false,"StartDate":"2026-06-13T00:00:00.000Z","CreatedById":"005WC00000MgTN2YAN","Auto_Renewal__c":false,"Channel_MSP_Pricing_Discount_Approval__c":false,"BillingPostalCode":"55344","Annualized_License_Equivalent_Base__c":60.64,"Show_Hide_Free_Products__c":"Show","Maintenance_Max_Discount__c":0.00,"Total_Displaced_ARR__c":0.00,"CurrencyIsoCode":"USD","LegacyRenewalQuote__c":false,"Credit_Renewal_ARR__c":false,"ShippingStreet":"11095 Viking Drive,  (9 more) ...","Annuial_Revenue_Base__c":60.64,"AdditionalCountry":"United States","Total_Quote_Line_ARR__c":0.00,"CreatedDate":"2026-06-13T03:39:55.000Z","Pricebook2Id":"01sWC0000022GHFYA2","IsSyncing":false,"Renewal_Cancellation_Approval__c":false,"BillingState":"Minnesota","Discount_Renewal_ARR__c":false,"Contains_Offensive_Security__c":false,"BillingCountryCode":"US","Temp_License_Key_Extension__c":false,"Disable_Export_Control__c":false,"ContactId":"003WC00000wxDZJYA2","PartnerAccountId":"001WC00000ZtazZYAR","Export_License_Required__c":false,"Billing_Partner__c":"001WC00000ZtazZYAR","SalesTransactionTypeId":"1ChWC0000002eJ70AI","Maintenance_Discount_Approval__c":false,"Partner_Pricing_Model__c":"Discount","ShippingCountry":"United States","Approval_Status__c":"None","Unsigned_Quote_Approval__c":false,"ContractId":"800WC00000S5ub1YAB","BillToContactId":"003WC00000wxDZJYA2","QuoteTypeText__c":"Renewal","Approval_Rejected_Checkbox__c":false,"ShippingCountryCode":"US","QuoteNumber":"00781109","CanCreateQuoteLineItems":false,"ALE__c":60.64,"BillingStreet":"11095 Viking Drive,  (9 more) ...","Request_Legal_Support__c":false,"Perpetual_Pricing_Discount_Approval__c":false,"LastModifiedById":"005WC00000MgTN2YAN","Displaced_ARR_Approval__c":false}}|0x44c58b0
19:39:01.45 (1170504861)|SYSTEM_MODE_ENTER|false
19:39:01.45 (1170521182)|HEAP_ALLOCATE|[13]|Bytes:5
19:39:01.45 (1170530776)|STATEMENT_EXECUTE|[11]
19:39:01.45 (1170532446)|STATEMENT_EXECUTE|[13]
19:39:01.45 (1170547053)|HEAP_ALLOCATE|[13]|Bytes:4
19:39:01.45 (1170585806)|SYSTEM_CONSTRUCTOR_ENTRY|[13]|<init>(Integer)
19:39:01.45 (1170600429)|SYSTEM_CONSTRUCTOR_EXIT|[13]|<init>(Integer)
19:39:01.45 (1170608027)|VARIABLE_SCOPE_BEGIN|[13]|opportunityIds|Set<Id>|true|false
19:39:01.45 (1170651275)|VARIABLE_ASSIGNMENT|[13]|opportunityIds|[]|0x261b35e0
19:39:01.45 (1170669075)|SYSTEM_METHOD_ENTRY|[15]|List<Quote>.iterator()
19:39:01.45 (1170680789)|SYSTEM_METHOD_EXIT|[15]|List<Quote>.iterator()
19:39:01.45 (1170690898)|SYSTEM_METHOD_ENTRY|[15]|system.ListIterator.hasNext()
19:39:01.45 (1170698772)|HEAP_ALLOCATE|[15]|Bytes:5
19:39:01.45 (1170704776)|SYSTEM_METHOD_EXIT|[15]|system.ListIterator.hasNext()
19:39:01.45 (1170725396)|VARIABLE_SCOPE_BEGIN|[15]|newQuote|Quote|true|false
