Class Name,Created By,Created Date,Last Modified By,Last Modified Date,Type,Purpose,How It's Used
LkgRecordCreatorFactoryTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,Unit test for LkgRecordCreatorFactory verifying each silo/sub-silo key maps to the correct concrete ILkgRecordCreator implementation (or null for unknown silos).,Executed by the Apex test runner (@isTest).
LkgRecordCreatorFortra,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,Silo-specific License Key Generator record creator that maps Fortra key data (tiers) onto the License_Key__c Points__c field.,Instantiated by LkgRecordCreatorFactory when silo == 'fortra'; createLicenseKeyRecord() invoked from the LKG integration flow processing license key requests.
LkgRecordCreatorFortraTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,Unit test for LkgRecordCreatorFortra verifying the tiers field maps correctly to Points__c.,Executed by the Apex test runner (@isTest).
LkgRecordCreatorHalcyonIbm,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Silo-specific License Key Generator record creator that maps Halcyon-IBM LPAR key data (model number, serial number, feature code, LPAR number, system name) onto a License_Key__c record.",Instantiated by LkgRecordCreatorFactory when silo == 'halcyon' and subSilo == 'ibm'; createLicenseKeyRecord() invoked from the LKG integration flow processing license key requests.
LkgRecordCreatorHalcyonIbmTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRecordCreatorHalcyonIbm verifying LPAR model number, serial number, feature code, and LPAR number are mapped correctly.",Executed by the Apex test runner (@isTest).
LkgRecordCreatorIntermapper,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,Silo-specific License Key Generator record creator that maps Intermapper key data (modification) onto a License_Key__c record.,Instantiated by LkgRecordCreatorFactory when silo == 'intermapper'; createLicenseKeyRecord() invoked from the LKG integration flow processing license key requests.
LkgRecordCreatorIntermapperTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,Unit test for LkgRecordCreatorIntermapper verifying the Modification__c field is mapped correctly.,Executed by the Apex test runner (@isTest).
LkgRecordCreatorLegacyIbm,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Silo-specific License Key Generator record creator that maps Legacy-IBM key data (modification, usage limit, feature code, model) onto a License_Key__c record.",Instantiated by LkgRecordCreatorFactory when silo == 'legacyibm'; createLicenseKeyRecord() invoked from the LKG integration flow processing license key requests.
LkgRecordCreatorLegacyIbmTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRecordCreatorLegacyIbm verifying usage limit, feature code, model, and modification fields map correctly.",Executed by the Apex test runner (@isTest).
LkgRecordCreatorMock,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,impl,"Test stub (System.StubProvider) that mocks License Key creation/insert/attachment calls for the license-key-generator (Lkg) subsystem, including a toggle for the Send_Email__c flag.",Instantiated via Test.createStub in Lkg unit tests to stub out license key DML/attachment side effects without hitting the database.
LkgRecordCreatorPowertech,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Maps Powertech-silo key data (IASP group, LPAR numbers, feature code, model number, processors, users) onto a License_Key__c record.",Extends LkgRecordCreatorBase; instantiated by LkgRecordCreatorFactory when the license-key-generator processes a Powertech product request.
LkgRecordCreatorPowertechTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,Unit test verifying LkgRecordCreatorPowertech correctly maps each Powertech key data field onto the created License_Key__c.,"Unit test for LkgRecordCreatorPowertech, run via Apex test execution."
LkgRecordCreatorPtMulti,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Maps PT Multi-silo key data (modification, points) onto a License_Key__c record.",Extends LkgRecordCreatorBase; instantiated by LkgRecordCreatorFactory when processing a PT Multi product license key request.
LkgRecordCreatorPtMultiTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,Unit test verifying LkgRecordCreatorPtMulti correctly maps modification and points fields onto the created License_Key__c.,"Unit test for LkgRecordCreatorPtMulti, run via Apex test execution."
LkgRecordCreatorRobot,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Maps Robot-silo key data (IASP group, LPAR numbers/name, feature code, model number, processors, users, release, modification) onto a License_Key__c record.",Extends LkgRecordCreatorBase; instantiated by LkgRecordCreatorFactory when processing a Robot product license key request.
LkgRecordCreatorRobotTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,Unit test verifying LkgRecordCreatorRobot correctly maps each Robot key data field onto the created License_Key__c.,"Unit test for LkgRecordCreatorRobot, run via Apex test execution."
LkgRecordCreatorRSF,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,impl,"Maps RSF-silo key data (LPAR serial number, release, modification) onto a License_Key__c record.",Extends LkgRecordCreatorBase; instantiated by LkgRecordCreatorFactory when processing an RSF product license key request.
LkgRecordCreatorRSFTest,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,test,Unit test verifying LkgRecordCreatorRSF correctly maps the LPAR serial number field onto the created License_Key__c.,"Unit test for LkgRecordCreatorRSF, run via Apex test execution."
LkgRecordCreatorSequel,Keith Irwin,2026-04-03,Ben Kozlowski,2026-05-22,impl,"Maps Sequel-silo key data (IASP group, LPAR numbers/name, feature code, model number, processors, release, modification) onto a License_Key__c record.",Extends LkgRecordCreatorBase; instantiated by LkgRecordCreatorFactory when processing a Sequel product license key request.
LkgRecordCreatorSequelQueryBuilder,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,impl,"Maps Sequel Query Builder-silo key data (release, modification) onto a License_Key__c record.",Extends LkgRecordCreatorBase; instantiated by LkgRecordCreatorFactory when processing a Sequel Query Builder product license key request.
LkgRecordCreatorSequelQueryBuilderTest,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,test,Unit test verifying LkgRecordCreatorSequelQueryBuilder correctly maps release and modification fields onto the created License_Key__c.,"Unit test for LkgRecordCreatorSequelQueryBuilder, run via Apex test execution."
LkgRecordCreatorSequelTest,Keith Irwin,2026-04-03,Ben Kozlowski,2026-05-22,test,Unit test verifying LkgRecordCreatorSequel correctly maps each Sequel key data field onto the created License_Key__c.,"Unit test for LkgRecordCreatorSequel, run via Apex test execution."
LkgRecordCreatorSequelWeb,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,impl,"Maps Sequel Web-silo key data (release, modification) onto a License_Key__c record.",Extends LkgRecordCreatorBase; instantiated by LkgRecordCreatorFactory when processing a Sequel Web product license key request.
LkgRecordCreatorSequelWebTest,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,test,Unit test verifying LkgRecordCreatorSequelWeb correctly maps release and modification fields onto the created License_Key__c.,"Unit test for LkgRecordCreatorSequelWeb, run via Apex test execution."
LkgRecordCreatorSgavx,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Maps Sgavx-silo key data (hardware ID, modification, number of users, LPAR serial number) onto a License_Key__c record and builds a custom text Attachment from the parsed license key response output lines.","Extends LkgRecordCreatorBase, overriding createAttachment; instantiated by LkgRecordCreatorFactory when processing an Sgavx product license key request."
LkgRecordCreatorSgavxTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRecordCreatorSgavx, covering License_Key__c field mapping and attachment (.SGA file) generation from response output lines.","Test class; run by Apex test execution, exercises LkgRecordCreatorSgavx.createLicenseKeyRecord and createAttachment methods."
LkgRecordCreatorTQSurveyor,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,Silo-specific license key record creator for the TQ Surveyor (tqjava) product silo within the License Key Generator (LKG) module; currently maps no extra silo-specific fields onto License_Key__c.,Instantiated by LkgRecordCreatorFactory when silo='tqjava'; invoked from LkgUiController/LkgUiHardwareController to build a License_Key__c record via the inherited LkgRecordCreatorBase.createLicenseKeyRecord.
LkgRecordCreatorTQSurveyorTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRecordCreatorTQSurveyor verifying base License_Key__c fields (Silo, Product Code, License Key, Serial Number, Key Type) are populated correctly.","Test class; run by Apex test execution, exercises LkgRecordCreatorTQSurveyor.createLicenseKeyRecord."
LkgRecordCreatorVityl,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Silo-specific license key record creator for the Vityl product silo; maps Hardware Id, Modification, and Release fields onto the License_Key__c record.",Instantiated by LkgRecordCreatorFactory when silo='vityl'; invoked from LkgUiController/LkgUiHardwareController to build a License_Key__c record via the inherited LkgRecordCreatorBase.createLicenseKeyRecord.
LkgRecordCreatorVitylTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRecordCreatorVityl verifying Hardware Id, Modification, and Release fields are mapped correctly onto License_Key__c.","Test class; run by Apex test execution, exercises LkgRecordCreatorVityl.createLicenseKeyRecord."
LkgRequestBuilderAccessAuth,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the silo-specific dynamic parameter set (version, hardware id, tier code, license key type, expiration date) for AccessAuth and SecurityScan license key generation requests.",Instantiated by LkgRequestBuilderFactory when silo='accessauth' or 'securityscan'; its buildRequest/GetDynamicParameters is invoked from LkgProcessor to assemble the LicenseKeyRequest sent to the external LKG service.
LkgRequestBuilderAccessAuthTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,test,"Unit test for LkgRequestBuilderAccessAuth covering version formatting, tier code computation (including securityscan and high-user-count cases), key type mapping, and expiration date formatting.","Test class; run by Apex test execution, exercises LkgRequestBuilderAccessAuth.buildRequest."
LkgRequestBuilderAutomate,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-06-02,impl,"Builds the silo-specific dynamic parameter set (product code, version, hardware id, points, license key type, expiration date) for Automate license key generation requests.",Instantiated by LkgRequestBuilderFactory when silo='automate'; its buildRequest/GetDynamicParameters is invoked from LkgProcessor to assemble the LicenseKeyRequest sent to the external LKG service.
LkgRequestBuilderAutomateTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-06-02,test,"Unit test for LkgRequestBuilderAutomate covering version formatting, hardware id/points passthrough, key type mapping, and expiration date formatting.","Test class; run by Apex test execution, exercises LkgRequestBuilderAutomate.buildRequest."
LkgRequestBuilderBase,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Abstract/virtual base implementation of ILkgRequestBuilder for the License Key Generator; defines the shared KeyData input wrapper and common helper methods (date formatting, null-safe string/integer conversion, binary string conversion) used by all silo-specific request builders.","Extended by every silo-specific LkgRequestBuilder* class (e.g., LkgRequestBuilderAccessAuth, LkgRequestBuilderAutomate, LkgRequestBuilderClearswift, LkgRequestBuilderDocM); buildRequest() is called from LkgProcessor after LkgRequestBuilderFactory resolves the concrete subclass."
LkgRequestBuilderBaseTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRequestBuilderBase covering base buildRequest field mapping (silo, product code, product identifier/internal/external names, subSilo) and protected helper utilities (expiration date formatting, string/integer defaulting, binary string conversion) via a test subclass exposing the protected methods.","Test class; run by Apex test execution, exercises LkgRequestBuilderBase.buildRequest and its protected helpers."
LkgRequestBuilderClearswift,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the silo-specific dynamic parameter set (company name, expiration type/date, product code, language/version index, server/user count, elements) for Clearswift license key generation requests.",Instantiated by LkgRequestBuilderFactory when silo='clearswift'; its buildRequest/GetDynamicParameters is invoked from LkgProcessor to assemble the LicenseKeyRequest sent to the external LKG service.
LkgRequestBuilderClearswiftTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,test,"Unit test for LkgRequestBuilderClearswift covering expiration type/date logic by key type, and version index/elements variation by product code.","Test class; run by Apex test execution, exercises LkgRequestBuilderClearswift.buildRequest."
LkgRequestBuilderDocM,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Builds the silo-specific dynamic parameter set (product code, version, hardware, tier/points, key type, expiration date) for DocM license key generation requests.",Instantiated by LkgRequestBuilderFactory when silo='docm'; its buildRequest/GetDynamicParameters is invoked from LkgProcessor to assemble the LicenseKeyRequest sent to the external LKG service.
LkgRequestBuilderDocMTest,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,test,"Unit test for LkgRequestBuilderDocM covering version formatting with/without modification, tier/points code resolution (explicit tier vs user-count-derived vs default), key type mapping, and expiration date formatting.","Test class; run by Apex test execution, exercises LkgRequestBuilderDocM.buildRequest."
LkgRequestBuilderFactory,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Factory that resolves the correct ILkgRequestBuilder implementation for a given license-key silo name (and optional sub-silo), covering all supported Fortra product silos (clearswift, powertech family, accessauth/securityscan, docm, sequel family, halcyon, vityl, automate, fortra, etc.).",Instantiated and called (getRequestBuilder) by LkgProcessor/LkgProcessorHardwareKeys/LkgUiController/LkgUiHardwareController to obtain the appropriate request builder before generating a license key request.
LkgRequestBuilderFactoryMock,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Test stub provider that mocks LkgRequestBuilderFactory.getRequestBuilder to return canned request-builder stubs (Clearswift, PowerTech, Sgavx) by silo name for unit testing.",Instantiated via Test.createStub in LKG (License Key Generation) unit tests to substitute the real factory during isolated testing.
LkgRequestBuilderFactoryTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,Unit test class verifying LkgRequestBuilderFactory.getRequestBuilder returns the correct concrete ILkgRequestBuilder implementation for each product silo/sub-silo name.,Run automatically by the Salesforce test runner (@isTest); not called by production code.
LkgRequestBuilderFortra,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Builds the dynamic license-key request parameters (product code, version, hardware id, tiers, key type, expiration date) for the 'fortra' product silo.",Instantiated by LkgRequestBuilderFactory.getRequestBuilder('fortra') and invoked via its buildRequest/GetDynamicParameters method from LkgProcessor during license key generation.
LkgRequestBuilderFortraTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgRequestBuilderFortra correctly maps Fortra key data (silo, product code, version, hardware id, tiers, license key type, expiration date) into the license key request.",Unit test for LkgRequestBuilderFortra; run automatically by the Salesforce test runner (@isTest).
LkgRequestBuilderHalcyonIbm,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Builds the dynamic license-key request parameters (sub-silo, bitmask product code from individual products/monitors, API key type, expiration date, LPAR system/serial/model, feature code, performance group, cores) for the Halcyon IBM product sub-silo.","Instantiated by LkgRequestBuilderFactory.getRequestBuilder('halcyon','ibm') and invoked via buildRequest/GetDynamicParameters from LkgProcessor during license key generation."
LkgRequestBuilderHalcyonIbmTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgRequestBuilderHalcyonIbm correctly derives sub-silo, merged product bitmask code, API key type per key type, expiration date defaults, and LPAR/model/feature fields.",Unit test for LkgRequestBuilderHalcyonIbm; run automatically by the Salesforce test runner (@isTest).
LkgRequestBuilderIntermapper,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-06-02,impl,"Builds the dynamic license-key request parameters (product code, release.modification version, hardware id, device/flow/remote tier key, license key type, expiration date, flags) for the 'intermapper' product silo.",Instantiated by LkgRequestBuilderFactory.getRequestBuilder('intermapper') and invoked via buildRequest/GetDynamicParameters from LkgProcessor during license key generation.
LkgRequestBuilderIntermapperTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-06-02,test,"Unit test verifying LkgRequestBuilderIntermapper correctly builds silo, product code, version, hardware id, tier key (devices/flows/remotes), key type mapping, expiration date, and flags.",Unit test for LkgRequestBuilderIntermapper; run automatically by the Salesforce test runner (@isTest).
LkgRequestBuilderLegacyIbm,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Builds the dynamic license-key request parameters (product code, compact release/modification version, expiration date, hardware id, processor group default, usage limit, model, feature code, support key flag) for the 'legacyibm' product silo.",Instantiated by LkgRequestBuilderFactory.getRequestBuilder('legacyibm') and invoked via buildRequest/GetDynamicParameters from LkgProcessor during license key generation.
LkgRequestBuilderLegacyIbmTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgRequestBuilderLegacyIbm correctly derives version formatting, processor group defaulting, usage limit, model, feature code, blank placeholder, and support key text.",Unit test for LkgRequestBuilderLegacyIbm; run automatically by the Salesforce test runner (@isTest).
LkgRequestBuilderMock,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Test stub provider that mocks an ILkgRequestBuilder's buildRequest method, returning a canned LicenseKeyRequest (hardcoded Clearswift parameters) based on the silo in the supplied KeyData.",Instantiated via Test.createStub in LKG unit tests to substitute a real request builder during isolated testing of dependent code (e.g. LkgProcessor).
LkgRequestBuilderPowerTech,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the dynamic license-key request parameters (product code, RxMy version, license key type incl. term-to-perm conversion via LkgTermPermRangeChecker, expiration date, LPAR serial/model/feature/number, user count, processor count/type, iASP group) for the PowerTech family of silos (powertech/safestone/policyminder/sgav/bytware/ccss).",Instantiated by LkgRequestBuilderFactory.getRequestBuilder for PowerTech-family silo names and invoked via buildRequest/GetDynamicParameters from LkgProcessor during license key generation.
LkgRequestBuilderPowerTechTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,test,"Unit test verifying LkgRequestBuilderPowerTech's version formatting, key-type mapping (including term/perm range conversion via LkgTermPermRangeChecker), expiration date, serial number, model, feature code, LPAR numbers, user count, processor count/type, and iASP group.",Unit test for LkgRequestBuilderPowerTech; run automatically by the Salesforce test runner (@isTest).
LkgRequestBuilderPtMulti,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Builds the dynamic license-key request parameters (product code, release.modification version, hardware identifier, points/tier string, license key type, expiration date, API placeholder flag) for the 'ptmulti' product silo.",Instantiated by LkgRequestBuilderFactory.getRequestBuilder('ptmulti') and invoked via buildRequest/GetDynamicParameters from LkgProcessor during license key generation.
LkgRequestBuilderPtMultiTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgRequestBuilderPtMulti's version formatting, hardware identifier, points string (with S1 prefix logic for non-PEM/VBM products), key type mapping, and expiration date.",Unit test for LkgRequestBuilderPtMulti; run automatically by the Salesforce test runner (@isTest).
LkgRequestBuilderRobot,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the brand-specific dynamic parameter map (product code, version, license key type, expiration, LPar/model/feature codes, processor counts, etc.) for generating a 'Robot' brand software license key, including term-to-permanent key type conversion logic.",Instantiated by LkgRequestBuilderFactory (selected via brand/silo) and invoked through the inherited buildRequest() to produce an LkgProcessor.LicenseKeyRequest during license key generation.
LkgRequestBuilderRobotTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,test,"Unit test for LkgRequestBuilderRobot covering version formatting, license key type mapping (including term/perm range conversion), expiration date, and other Robot-brand dynamic parameters.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderRobot.
LkgRequestBuilderRSF,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Builds the dynamic license-key request parameters (product code, expiration date, LPAR serial number, flag) for the 'rsf' product silo.",Instantiated by LkgRequestBuilderFactory.getRequestBuilder('rsf') and invoked via buildRequest/GetDynamicParameters from LkgProcessor during license key generation.
LkgRequestBuilderRSFTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRequestBuilderRSF, verifying it correctly maps RSF-brand license key data (silo, product code, expiration date, serial number, flag) into the dynamic parameters of a license key generation request.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderRSF.
LkgRequestBuilderSequel,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the brand-specific dynamic parameter map for generating a 'Sequel' brand license key, including version formatting (with a special-case modification bump for the SQ915 Query/Report Writer product) and license key type resolution.",Instantiated by LkgRequestBuilderFactory (selected via brand/silo) and invoked through the inherited buildRequest() to produce an LkgProcessor.LicenseKeyRequest during license key generation.
LkgRequestBuilderSequelQueryBuilder,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the brand-specific dynamic parameter map (product code, version, hardware ID, tier points, key type, expiration) for generating a 'Sequel Query Builder' license key, computing tier points from connector/designer/data-decoration counts.",Instantiated by LkgRequestBuilderFactory (selected via brand/silo) and invoked through the inherited buildRequest()/GetDynamicParameters() to produce an LkgProcessor.LicenseKeyRequest during license key generation.
LkgRequestBuilderSequelQueryBuilderTest,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,test,"Unit test for LkgRequestBuilderSequelQueryBuilder covering version formatting, tier points calculation, null-value defaulting, and license key type mapping.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderSequelQueryBuilder.
LkgRequestBuilderSequelTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRequestBuilderSequel covering product code, version formatting (including the QRWriter modification-upgrade rule), key type mapping/term-to-perm conversion, and all other Sequel-brand dynamic parameters.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderSequel.
LkgRequestBuilderSequelWeb,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the brand-specific dynamic parameter map (product code, version, hardware ID, tier points, key type, expiration) for generating a 'Sequel Web' license key, computing tier points from viewer/designer counts.",Instantiated by LkgRequestBuilderFactory (selected via brand/silo) and invoked through the inherited buildRequest()/GetDynamicParameters() to produce an LkgProcessor.LicenseKeyRequest during license key generation.
LkgRequestBuilderSequelWebTest,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,test,"Unit test for LkgRequestBuilderSequelWeb covering version formatting, hardware ID defaulting, tier points formatting, license key type mapping, expiration date formatting, and the full buildRequest() output.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderSequelWeb.
LkgRequestBuilderSgavx,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Builds the brand-specific dynamic parameter map (product code, version, license key type, expiration, hardware ID, user count, account number) for generating an 'Sgavx' (AIX-related) license key.",Instantiated by LkgRequestBuilderFactory (selected via brand/silo) and invoked through the inherited buildRequest()/GetDynamicParameters() to produce an LkgProcessor.LicenseKeyRequest during license key generation.
LkgRequestBuilderSgavxTest,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,test,"Unit test for LkgRequestBuilderSgavx covering product code, version, key type, expiration date, hardware ID number defaulting, user count defaulting, and account number parameters.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderSgavx.
LkgRequestBuilderTQSurveyor,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Builds the brand-specific dynamic parameter map (product code, key type, expiration, account name, model number, number of licenses) for generating a 'TeamQuest Surveyor' license key.",Instantiated by LkgRequestBuilderFactory (selected via brand/silo) and invoked through the inherited buildRequest()/GetDynamicParameters() to produce an LkgProcessor.LicenseKeyRequest during license key generation.
LkgRequestBuilderTQSurveyorTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRequestBuilderTQSurveyor covering product code, key type mapping (including invalid/default handling), expiration date, account name, model number, and user/license count defaulting.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderTQSurveyor.
LkgRequestBuilderVityl,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Builds the brand-specific dynamic parameter map (product code, version, hardware ID, tier points, key type, expiration, flags) for generating a 'Vityl' license key, with special tier/point calculation logic for the VCI product code vs. others.",Instantiated by LkgRequestBuilderFactory (selected via brand/silo) and invoked through the inherited buildRequest()/GetDynamicParameters() to produce an LkgProcessor.LicenseKeyRequest during license key generation.
LkgRequestBuilderVitylTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRequestBuilderVityl covering product code, version formatting, hardware ID, tier/points calculation (VCI vs non-VCI, generic key override), license key type mapping, expiration date, and flags.",Run automatically by the Salesforce test runner (@isTest) as part of deployment/CI validation of LkgRequestBuilderVityl.
LkgRequestController,Andrew Loveless,2026-01-30,Keith Irwin,2026-04-03,impl,"Performs the outbound HTTP callout to the external license-key-generation ('keygen_api') service, parses the raw API response, and extracts the generated license key (with brand-specific parsing, e.g. XML signature extraction for Sgavx) and serial number (for Clearswift).","Invoked by LkgProcessor (and related classes like LkgProcessorHardwareKeys, LkgUiController, LkgUiHardwareController) to submit a built license key request body and obtain an LkgKeyGenResult; mocked in tests via LkgRequestControllerMock/LkgHttpCalloutMock."
LkgRequestControllerMock,Keith Irwin,2026-03-11,Keith Irwin,2026-03-11,impl,Test stub provider that mocks LkgRequestController.generateLicenseKey to return a canned LkgKeyGenResult without a real HTTP callout.,"Used in unit tests via Test.createStub(LkgRequestController.class, new LkgRequestControllerMock()) to isolate license-key generation callers from the keygen API."
LkgRequestControllerTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test for LkgRequestController, covering license-key generation across silos (powertech, sgavx, clearswift) and HTTP/API error handling.",Run by the Apex test framework; exercises LkgRequestController.generateLicenseKey using HttpCalloutMock implementations for success and error scenarios.
LkgRobotFileBuilder,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,impl,"Builds .HSL license-key file content for Robot silo keys, resolving PRODUCT_CODE from LKG_UI_Field__mdt (JavaProductCode) with fallback to Product_Code__c, and omitting SYSTEM_NAME lines.",Instantiated (as a subclass of LkgISeriesFileBuilder) by LkgLicenseKeysFileService when generating Robot-silo license key files for download/email.
LkgRobotFileBuilderTest,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,test,"Unit test for LkgRobotFileBuilder, verifying FILE_DATE header, absence of SYSTEM_NAME lines, MDT product-code fallback, LICENSE_FMT sizing logic, and key-row separators.",Run by the Apex test framework against an in-memory LkgRobotFileBuilder with synthetic License_Key__c records (no DML).
LkgSystemAggregationService,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,impl,Aggregates Asset records under a Hardware__c system against LKG_Intersect__mdt product-match rules to compute quantities/actions and flag extra 'primary' assets (core aggregation logic largely commented out/disabled).,Static aggregateSystem() method called by LkgHardwareAssetEnrichmentService as part of hardware-based license key generation.
LkgSystemAggregationServiceTest,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,test,"Unit test for LkgSystemAggregationService.aggregateSystem, covering empty-input, no-match loop execution, and extra-primary-asset warning paths.",Run by the Apex test framework using synthetic Account/Hardware__c/Asset/Product2 records and live LKG_Intersect__mdt metadata.
LkgTermPermRangeChecker,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,impl,Parses a JSON permanent/term version-range config and determines whether a Term license key should be converted to Permanent based on release/modification version comparison.,"Static methods called by LkgRequestBuilderPowerTech, LkgRequestBuilderSequel, and LkgRequestBuilderRobot when building license key generation requests."
LkgTermPermRangeCheckerTest,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,test,"Unit test for LkgTermPermRangeChecker, covering JSON parsing edge cases and boundary/open-range logic for shouldConvertTermToPerm.",Run by the Apex test framework with static JSON range strings and various release/modification inputs.
LkgUiController,Keith Irwin,2026-03-11,Keith Irwin,2026-06-15,impl,"General-purpose Lightning controller for the License Key Generator (LKG) UI, exposing metadata lookups (solution groups/categories/products, key types, UI fields/options), contact search, settings, and the generateKey orchestration entry point.","Invoked via @AuraEnabled methods from the LKG Lightning Web Component/Aura UI; generateKey builds and runs an LkgProcessor pipeline (mapper, request builder, request controller, record creator)."
